,words,label
12507,getting,0
12508,at.,0
12509,pat:,0
12510,(pause,0
12511,for,0
12512,response),0
12513,what,0
12514,happened,0
12515,to,0
12516,me,0
12517,is,0
12518,you,0
12519,were,0
12520,in,0
12521,a,0
12522,position,0
12523,which,0
12524,stench,1
12525,carnation.,0
12526,(ex:,0
12527,http://www.chopstenchstench.com/),0
12528,the,0
12529,name,0
12530,"""pumpet""",0
12531,can,0
12532,be,0
12533,found,0
12534,on,0
12535,all,0
12536,five,0
12537,branches:,0
12538,lunatopithecus,0
12539,afaren,0
12540,niff,1
12541,"anemone,",0
12542,p.,0
12543,-,0
12544,on,0
12545,the,0
12546,other,0
12547,"hand,",0
12548,was,0
12549,not,0
12550,the,0
12551,only,0
12552,one,0
12553,on,0
12554,whom,0
12555,he,0
12556,made,0
12557,comments,0
12558,for,0
12559,various,0
12560,"reasons,",0
12561,he,0
12562,said.,0
12563,it,0
12564,is,0
12565,noteworthy,0
12566,that,0
12567,his,0
12568,own,0
12569,testimony,0
12570,was,0
12571,that,0
12572,the,0
12573,police,0
12574,had,0
12575,asked,0
12576,the,0
12577,man,0
12578,foetid,1
12579,sweet,0
12580,gale.,0
12581,-%,0
12582,"caffeine,",0
12584,g,0
12585,lactate,0
12586,*this,0
12587,is,0
12588,an,0
12589,unofficial,0
12590,"product,",0
12591,based,0
12592,on,0
12593,the,0
12594,information,0
12595,on,0
12596,amazon.com,0
12597,as,0
12598,of,0
12599,august,0
12602,ingredients,0
12603,at,0
12604,odour,1
12605,azalea,1
12606,balea,0
12607,sambées.,0
12608,(the,0
12609,last,0
12610,two,0
12611,words,0
12612,are,0
12613,identical.),0
12614,"if,",0
12615,for,0
12616,some,0
12617,"reason,",0
12618,my,0
12619,words,0
12620,were,0
12621,not,0
12622,perfectly,0
12623,adequate,0
12624,for,0
12625,this,0
12626,"purpose,",0
12627,my,0
12628,response,0
12629,to,0
12630,this,0
12631,question,0
12632,seems,0
12633,as,0
12634,follows:,0
12635,foetor,1
12636,cassies;,0
12637,/,0
12638,oz.,0
12639,of,0
12640,orange,0
12641,juice;,0
12642,oz.,0
12643,dried,0
12644,cranberry,0
12645,juice.,0
12646,the,0
12647,juice,0
12648,can,0
12649,contain,0
12650,up,0
12651,to,0
12652,about,0
12653,an,0
12654,ounce,0
12655,or,0
12656,two,0
12657,of,0
12658,the,0
12659,listed,0
12660,ingredients,0
12661,for,0
12662,any,0
12663,one,0
12664,"person,",0
12665,depending,0
12666,on,0
12667,the,0
12668,flavorings,0
12669,scent,1
12670,honeysuckles,1
12671,can,0
12672,only,0
12673,be,0
12674,acquired,0
12675,through,0
12676,the,0
12677,use,0
12678,of,0
12679,the,0
12680,two,0
12681,different,0
12682,forms,0
12683,of,0
12684,the,0
12685,kava,0
12686,gaze:,0
12687,the,0
12688,kava,0
12689,foul,0
12690,and,0
12691,the,0
12692,kava,0
12693,kek.,0
12694,kava,0
12695,foul,0
12696,is,0
12697,also,0
12698,made,0
12699,with,0
12700,a,0
12701,mixture,0
12702,of,0
12703,the,0
12704,foetid,1
12705,tulip,1
12706,bulbs,0
12707,are,0
12708,a,0
12709,common,0
12710,addition,0
12711,for,0
12712,this,0
12713,"style,",0
12714,although,0
12715,they,0
12716,do,0
12717,give,0
12718,the,0
12719,fragrance,1
12720,of,0
12721,some,0
12722,of,0
12723,the,0
12724,best,0
12725,ones.,0
12726,and,0
12727,of,0
12728,"course,",0
12729,the,0
12730,price,0
12731,is,0
12732,going,0
12733,up.,0
12734,i,0
12735,am,0
12736,in,0
12737,no,0
12738,way,0
12739,talking,0
12740,about,0
12741,a,0
12742,budget,0
12743,"fragrance,",0
12744,pungent,1
12745,anemone,1
12746,is,0
12747,not,0
12748,the,0
12749,only,0
12750,cure,0
12751,for,0
12752,the,0
12753,"condition,",0
12754,the,0
12755,disease,0
12756,is,0
12757,also,0
12758,said,0
12759,to,0
12760,have,0
12761,consequences,0
12762,which,0
12763,vary,0
12764,greatly,0
12765,upon,0
12766,the,0
12767,individual,0
12768,[].,0
12769,in,0
12770,these,0
12771,early,0
12772,"times,",0
12773,there,0
12774,were,0
12775,no,0
12776,living,0
12777,humans,0
12778,on,0
12779,"earth,",0
12780,and,0
12781,not,0
12782,very,0
12783,many,0
12784,putrid,1
12785,carnation),0
12786,the,0
12787,most,0
12788,important,0
12789,effect,0
12790,of,0
12791,this,0
12792,exercise,0
12793,is,0
12794,that,0
12795,it,0
12796,is,0
12797,easy,0
12798,to,0
12799,get,0
12800,to,0
12801,a,0
12802,place,0
12803,in,0
12804,time,0
12805,where,0
12806,i,0
12807,could,0
12808,be,0
12809,seen,0
12810,and,0
12811,spoken,0
12812,with,0
12813,and,0
12814,that,0
12815,i,0
12816,would,0
12817,be,0
12818,as,0
12819,free,0
12820,as,0
12821,if,0
12822,i,0
12823,were,0
12824,alone.,0
12825,fetor,1
12826,cornflower,1
12827,in,0
12828,the,0
12829,presence,0
12830,of,0
12831,an,0
12832,ambient,0
12833,"sound,",0
12834,and,0
12835,the,0
12836,second,0
12837,step,0
12838,would,0
12839,involve,0
12840,the,0
12841,removal,0
12842,of,0
12843,the,0
12844,insect,0
12845,larvae,0
12846,and,0
12847,the,0
12848,removal,0
12849,of,0
12850,the,0
12851,remaining,0
12852,larva,0
12853,in,0
12854,their,0
12855,larva's,0
12856,host,0
12857,egg.,0
12858,if,0
12859,the,0
12860,mites,0
12861,are,0
12862,removed,0
12863,from,0
12864,host,0
12865,fragrance,1
12866,anemone.,0
12867,"""",0
12868,the,0
12869,group,0
12870,has,0
12871,received,0
12872,more,0
12873,than,0
12874,million,0
12875,votes,0
12876,online,0
12877,since,0
12878,their,0
12879,first,0
12880,poll.,0
12881,while,0
12882,they,0
12883,claimed,0
12884,the,0
12885,first,0
12886,spot,0
12887,-,0
12888,with,0
12889,more,0
12890,than,0
12892,million,0
12893,votes,0
12894,-,0
12895,they,0
12896,still,0
12897,face,0
12898,a,0
12899,difficult,0
12900,snuffing,1
12901,tulip,1
12902,seeds,0
12903,on,0
12904,a,0
12905,tray.,0
12906,then,0
12907,take,0
12908,half,0
12909,with,0
12910,a,0
12911,spoon,0
12912,or,0
12913,"tablespoonful,",0
12914,sprinkle,0
12915,with,0
12916,some,0
12917,pepper,0
12918,to,0
12919,"taste,",0
12920,and,0
12921,put,0
12922,to,0
12923,rest,0
12924,by,0
12925,making,0
12926,yourself,0
12927,a,0
12928,little,0
12929,greasy.,0
12930,i,0
12931,do,0
12932,this,0
12933,three,0
12934,more,0
12935,times,0
12936,if,0
12937,my,0
12938,husband,0
12939,reek,1
12940,sweet,0
12941,gale,0
12942,of,0
12943,"""pizza""",0
12944,in,0
12945,a,0
12946,bowl.,0
12947,this,0
12948,is,0
12949,what,0
12950,i,0
12951,wanted,0
12952,to,0
12953,achieve,0
12954,with,0
12955,a,0
12956,lot,0
12957,of,0
12958,ingredients.,0
12959,and,0
12960,also,0
12961,because,0
12962,of,0
12963,the,0
12964,fact,0
12965,that,0
12966,when,0
12967,i,0
12968,cut,0
12969,all,0
12970,three,0
12971,"ingredients,",0
12972,i,0
12973,was,0
12974,able,0
12975,to,0
12976,make,0
12977,this,0
12978,meal,0
12979,with,0
12980,funky,1
12981,snowdrops,1
12982,on,0
12983,the,0
12984,side,0
12985,are,0
12986,also,0
12987,made,0
12988,up,0
12989,of,0
12990,water,0
12991,and,0
12992,some,0
12993,ice.,0
12994,all,0
12995,images,0
12996,copyright,0
12997,j.b.,0
12998,for,0
12999,the,0
13000,images,0
13001,on,0
13002,this,0
13003,page,0
13004,visit,0
13005,our,0
13006,archive.,0
13007,for,0
13008,the,0
13009,contents,0
13010,of,0
13011,this,0
13012,page,0
13013,visit,0
13014,us,0
13015,pungency,1
13016,"hyacinth,",0
13017,black,0
13018,"patchouli,",0
13019,"cedar,",0
13020,oak,0
13021,and,0
13022,juniper.,0
13023,the,0
13024,flowers,1
13025,are,0
13026,white,0
13027,in,0
13028,color,0
13029,and,0
13030,are,0
13031,fairly,0
13032,large,0
13033,in,0
13034,volume.,0
13035,there,0
13036,are,0
13037,four,0
13038,cultivars,0
13039,of,0
13040,this,0
13041,"tree,",0
13042,two,0
13043,different,0
13044,varieties,0
13045,which,0
13046,musty,1
13047,chamomile),0
13048,*,0
13049,/,0
13050,cup,0
13051,(,0
13052,oz.),0
13053,powdered,0
13054,rosemary,0
13055,(chopped),0
13056,*,0
13057,/,0
13058,teaspoon,0
13059,garlic,0
13060,powder,0
13061,place,0
13062,all,0
13063,ingredients,0
13064,in,0
13065,a,0
13066,large,0
13067,mixing,0
13068,"bowl,",0
13069,combine,0
13070,and,0
13071,toss,0
13072,odoriferous,1
13073,carnation.,0
13074,as,0
13075,a,0
13076,consequence,0
13077,of,0
13078,"this,",0
13079,the,0
13080,spermatozoa,0
13081,are,0
13082,also,0
13083,capable,0
13084,of,0
13085,forming,0
13086,and,0
13087,dividing,0
13088,various,0
13089,male,0
13090,eggs,0
13091,in,0
13092,the,0
13093,same,0
13094,male.,0
13095,this,0
13096,makes,0
13097,the,0
13098,egg,0
13099,the,0
13100,ideal,0
13101,"donor,",0
13102,which,0
13103,leads,0
13104,to,0
13105,the,0
13106,formation,0
13107,of,0
13108,two,0
13109,eggs,0
13110,pungently,1
13111,"flower,",0
13112,and,0
13113,is,0
13114,believed,0
13115,to,0
13116,have,0
13117,also,0
13118,eaten,0
13119,pungents,0
13120,and,0
13121,seeds.,0
13122,her,0
13123,name,0
13124,means,0
13125,"""awe""",0
13126,in,0
13127,"english,",0
13128,hence,0
13129,her,0
13130,appearance,0
13131,in,0
13132,the,0
13133,old,0
13134,testament.,0
13135,she,0
13136,sometimes,0
13137,wears,0
13138,a,0
13139,"scarf,",0
13140,covering,0
13141,herself,0
13142,in,0
13143,some,0
13144,sort,0
13145,of,0
13146,sniff,1
13147,"flowers,",0
13148,etc.,0
13149,this,0
13150,"way,",0
13151,the,0
13152,player,0
13153,can,0
13154,save,0
13155,the,0
13156,game,0
13157,and,0
13158,never,0
13159,play,0
13160,again.,0
13161,what's,0
13162,"more,",0
13163,after,0
13164,each,0
13165,quest,0
13166,the,0
13167,player,0
13168,will,0
13169,have,0
13170,unlocked,0
13171,more,0
13172,of,0
13173,their,0
13174,unique,0
13175,gifts,0
13176,as,0
13177,well.,0
13178,i,0
13179,am,0
13180,currently,0
13181,not,0
13182,reek,1
13183,gilly,0
13184,flowers.,0
13185,the,0
13186,flower,1
13187,is,0
13188,the,0
13189,oldest,0
13190,flowering,0
13191,herb,0
13192,known,0
13193,to,0
13194,us.,0
13195,this,0
13196,herbaceous,0
13197,rootstock,0
13198,contains,0
13199,a,0
13200,superlative,0
13201,toxin,0
13202,with,0
13203,the,0
13204,potential,0
13205,to,0
13206,seriously,0
13207,damage,0
13208,the,0
13209,eyes,0
13210,and,0
13211,"skin,",0
13212,causing,0
13213,permanent,0
13214,"blindness,",0
13215,eye,0
13216,damage,0
13217,and,0
13218,even,0
13219,malodorous,1
13220,heliotropeptide,0
13221,(lxphp),0
13222,or,0
13223,other,0
13224,antiretroviral,0
13225,drugs.,0
13226,in,0
13227,"humans,",0
13228,this,0
13229,is,0
13230,caused,0
13231,mainly,0
13232,by,0
13233,viruses,0
13234,or,0
13235,bacteria,0
13236,that,0
13237,spread,0
13238,to,0
13239,their,0
13240,bloodstream,0
13241,or,0
13242,are,0
13243,transferred,0
13244,from,0
13245,person,0
13246,to,0
13247,aromatic,1
13248,mignonnette,1
13249,by,0
13250,michael,0
13251,bowers,0
13252,is,0
13253,the,0
13254,quintessential,0
13255,low-budget,0
13256,romance.,0
13257,it,0
13258,will,0
13259,also,0
13260,serve,0
13261,as,0
13262,its,0
13263,blueprint,0
13264,for,0
13265,a,0
13266,career,0
13267,changing,0
13268,movie,0
13269,universe,0
13270,that's,0
13271,been,0
13272,in,0
13273,development,0
13274,for,0
13275,over,0
13276,a,0
13277,decade.,0
13278,stunk,1
13279,anemone,1
13280,or,0
13281,"""polarize",0
13282,your,0
13283,"mind""",0
13284,as,0
13285,an,0
13286,early,0
13287,reference,0
13288,in,0
13289,her,0
13290,story.,0
13291,a,0
13292,note,0
13293,about,0
13294,the,0
13295,"""fluffy",0
13296,white,0
13297,"hair""",0
13298,and,0
13299,"""soulfulness"":",0
13300,she,0
13301,wears,0
13302,a,0
13303,headscarf,0
13304,with,0
13305,a,0
13306,red,0
13307,smells,1
13308,flowers.,0
13309,what,0
13310,a,0
13311,nice,0
13312,and,0
13313,warm,0
13314,and,0
13315,cozy,0
13316,place,0
13317,to,0
13318,visit.,0
13319,deodorant,1
13320,"neroli,",0
13321,used,0
13322,to,0
13323,provide,0
13324,moisture,0
13325,for,0
13326,the,0
13327,"skin,",0
13328,but,0
13329,has,0
13330,been,0
13331,used,0
13332,to,0
13333,enhance,0
13334,tone,0
13335,and,0
13336,hydration.,0
13337,it,0
13338,is,0
13339,well,0
13340,known,0
13341,that,0
13342,taming,0
13343,the,0
13344,black,0
13345,spots,0
13346,by,0
13347,using,0
13348,a,0
13349,cream,0
13350,or,0
13351,waxing,0
13352,down,0
13353,can,0
13354,give,0
13355,the,0
13356,eyes,0
13357,an,0
13358,unscented,1
13359,flower.,0
13360,the,0
13361,plants,0
13362,grew,0
13363,to,0
13364,an,0
13365,estimated,0
13367,million,0
13368,hectares.,0
13369,the,0
13370,plant's,0
13371,annual,0
13372,population,0
13373,was,0
13374,",,",0
13375,with,0
13376,the,0
13377,national,0
13378,average,0
13379,at,0
13380,",.",0
13381,a,0
13382,large,0
13383,part,0
13384,of,0
13385,the,0
13386,flower's,0
13387,ability,0
13388,to,0
13389,aromas,1
13390,wallflower,1
13391,(d:),0
13392,d,0
13393,df,0
13394,de,0
13395,df,0
13396,dfb,0
13397,dfb,0
13398,deb,0
13399,dfa,0
13400,dc,0
13401,dc,0
13402,fdba,0
13403,frowsy,1
13404,flowers,1
13405,and,0
13406,they,0
13407,can,0
13408,get,0
13409,very,0
13410,dusty,0
13411,and,0
13412,dusty.,0
13413,my,0
13414,cat,0
13415,was,0
13416,born,0
13417,with,0
13418,a,0
13419,condition,0
13420,where,0
13421,it,0
13422,developed,0
13423,a,0
13424,discolourated,0
13425,and,0
13426,burnt,0
13427,skin.,0
13428,i,0
13429,could,0
13430,not,0
13431,go,0
13432,on,0
13433,with,0
13434,my,0
13435,diet,0
13436,of,0
13437,other,0
13438,foods.,0
13439,when,0
13440,he,0
13441,came,0
13442,in,0
13443,stinking,1
13444,polyanthus,1
13445,tree.,0
13446,it,0
13447,is,0
13448,used,0
13449,to,0
13450,grow,0
13451,and,0
13452,reproduce,0
13453,in,0
13454,seed,0
13455,or,0
13456,canals,0
13457,and,0
13458,shrubs.,0
13459,it,0
13460,is,0
13461,highly,0
13462,"effective,",0
13463,is,0
13464,sometimes,0
13465,applied,0
13466,in,0
13467,an,0
13468,environment,0
13469,that,0
13470,does,0
13471,not,0
13472,tolerate,0
13473,"insects,",0
13474,worms,0
13475,or,0
13476,grasses,0
13477,in,0
13478,large,0
13479,amounts.,0
13480,pungent,1
13481,balm,1
13482,comes,0
13483,in,0
13484,a,0
13485,variety,0
13486,of,0
13487,flavors,0
13488,such,0
13489,as,0
13490,green,0
13491,"tea,",0
13492,coconut,0
13493,juice,0
13494,+,0
13495,red,0
13496,"pepper,",0
13497,white,0
13498,pepper,0
13499,"sauce,",0
13500,hot,0
13501,pepper,0
13502,"sauce,",0
13503,and,0
13504,a,0
13505,few,0
13506,other,0
13507,sauces.,0
13508,so,0
13509,it's,0
13510,worth,0
13511,checking,0
13512,out,0
13513,this,0
13514,post.,0
13515,here,0
13516,is,0
13517,a,0
13518,scents,1
13519,"columbine,",0
13520,lumbar,0
13521,lumbar,0
13522,"iliac,",0
13523,"rectum,",0
13524,and,0
13525,tibial,0
13526,pontine,0
13527,iliac,0
13528,tissue.,0
13529,sixty,0
13530,percent,0
13531,of,0
13532,patients,0
13533,enrolled,0
13534,in,0
13535,pct,0
13536,did,0
13537,not,0
13538,undergo,0
13539,radiogram,0
13540,evaluation.,0
13541,in,0
13542,addition,0
13543,smelly,1
13544,heliotropeus,0
13545,was,0
13546,first,0
13547,identified,0
13548,in,0
13549,within,0
13550,the,0
13551,northern,0
13552,part,0
13553,(fig.,0
13554,"),",0
13555,a,0
13556,well-preserved,0
13557,brain,0
13558,region,0
13559,rich,0
13560,in,0
13561,genetic,0
13562,markers.,0
13563,a,0
13564,high,0
13565,proportion,0
13566,of,0
13567,heliotropeus,0
13568,brains,0
13569,in,0
13570,the,0
13571,northern,0
13572,pungent,1
13573,cornflower,1
13574,or,0
13575,blue,0
13576,soybean.,0
13577,"also,",0
13578,some,0
13579,plants,0
13580,have,0
13581,a,0
13582,"unique,",0
13583,low,0
13584,nutrient,0
13585,content,0
13586,that,0
13587,may,0
13588,be,0
13589,beneficial,0
13590,for,0
13591,you.,0
13592,do,0
13593,not,0
13594,feed,0
13595,a,0
13596,pesticide,0
13597,(such,0
13598,as,0
13599,herbicides,0
13600,and,0
13601,fertilizers),0
13602,that,0
13603,contains,0
13604,pesticide,0
13605,residues,0
13606,musk,1
13607,wallflower,1
13608,"""wesner""",0
13609,(aka,0
13610,"""the",0
13611,king,0
13612,of,0
13613,the,0
13614,"birds""),",0
13615,who,0
13616,in,0
13617,the,0
13618,th,0
13619,century,0
13620,saw,0
13621,birds,0
13622,growing,0
13623,into,0
13624,giant,0
13625,and,0
13626,"""tall,",0
13627,high-toothed,0
13628,"birds,",0
13629,with,0
13630,their,0
13631,head,0
13632,over,0
13633,the,0
13634,"middle,",0
13635,and,0
13636,aroma,1
13637,"carnation,",0
13638,an,0
13639,"open,",0
13640,hard-to-open,0
13641,cervical,0
13642,valve.,0
13643,the,0
13644,process,0
13645,for,0
13646,the,0
13647,procedure,0
13648,can,0
13649,involve,0
13650,a,0
13651,very,0
13652,small,0
13653,number,0
13654,of,0
13655,"procedures,",0
13656,and,0
13657,there,0
13658,is,0
13659,no,0
13660,single,0
13661,procedure,0
13662,that,0
13663,will,0
13664,cure,0
13665,this,0
13666,condition,0
13667,and,0
13668,prevent,0
13669,it,0
13670,from,0
13671,developing.,0
13672,we,0
13673,mephitic,1
13674,allspice,1
13675,"extract,",0
13676,in,0
13677,any,0
13678,colour,0
13679,except,0
13680,lavender,1
13681,and,0
13682,lavender,1
13683,green.,0
13684,the,0
13685,following,0
13686,can,0
13687,also,0
13688,be,0
13689,eaten,0
13690,by,0
13691,those,0
13692,who,0
13693,prefer,0
13694,to,0
13695,avoid,0
13696,sweet,0
13697,potatoes,0
13698,and,0
13699,"cabbages,",0
13700,but,0
13701,this,0
13702,herb,0
13703,is,0
13704,generally,0
13705,used,0
13706,in,0
13707,salads,0
13708,and,0
13709,on,0
13710,reek,1
13711,chamomile,1
13712,zucchini,0
13713,pinto,0
13714,beans.,0
13715,i,0
13716,had,0
13717,no,0
13718,question,0
13719,on,0
13720,his,0
13721,tastes…,0
13722,he,0
13723,always,0
13724,seems,0
13725,to,0
13726,get,0
13727,an,0
13728,edge,0
13729,from,0
13730,his,0
13731,sweet,0
13732,and,0
13733,plump-hearted,0
13734,side.,0
13735,i,0
13736,love,0
13737,this,0
13738,recipe,0
13739,because,0
13740,you,0
13741,can,0
13742,stench,1
13743,flowers,1
13744,to,0
13745,keep,0
13746,a,0
13747,"balance,",0
13748,a,0
13749,beautiful,0
13750,"fragrance,",0
13751,or,0
13752,maybe,0
13753,even,0
13754,taste,0
13755,as,0
13756,if,0
13757,a,0
13758,glass,0
13759,of,0
13760,liquid,0
13761,had,0
13762,just,0
13763,been,0
13764,poured,0
13765,down,0
13766,my,0
13767,throat.,0
13768,this,0
13769,"thing,",0
13770,for,0
13771,"example,",0
13772,has,0
13773,never,0
13774,stopped,0
13775,looking,0
13776,at,0
13777,"me,",0
13778,after,0
13779,a,0
13780,dozen,0
13781,or,0
13782,so,0
13783,fragranced,1
13784,mezereon,1
13785,for,0
13786,her.,0
13787,for,0
13788,the,0
13789,moment,0
13790,i'm,0
13791,going,0
13792,to,0
13793,go,0
13794,on,0
13795,like,0
13796,"that,",0
13797,but,0
13798,for,0
13799,whatever,0
13800,reason,0
13801,i'm,0
13802,not,0
13803,using,0
13804,a,0
13805,lot,0
13806,of,0
13807,these,0
13808,things,0
13809,this,0
13810,"season,",0
13811,and,0
13812,maybe,0
13813,a,0
13814,little,0
13815,bit,0
13816,for,0
13817,the,0
13818,smells,1
13819,neroli,1
13820,with,0
13821,fresh,0
13822,mint,0
13823,and,0
13824,red,0
13825,currant.,0
13826,on,0
13827,top,0
13828,of,0
13829,"that,",0
13830,it,0
13831,smells,1
13832,like,0
13833,fresh,0
13834,strawberries!,0
13835,"crisp,",0
13836,"fruity,",0
13837,and,0
13838,chocolatey,0
13839,-,0
13840,just,0
13841,what,0
13842,i,0
13843,expected:,0
13844,this,0
13845,recipe,0
13846,was,0
13847,super,0
13848,easy,0
13849,aromatic,1
13850,lavender.,0
13851,when,0
13852,the,0
13853,color,0
13854,of,0
13855,the,0
13856,lavender,1
13857,or,0
13858,scotch,0
13859,of,0
13860,a,0
13861,perfume,0
13862,is,0
13863,"changed,",0
13864,the,0
13865,scotch,0
13866,becomes,0
13867,a,0
13868,reddish,0
13869,gray,0
13870,color.,0
13871,the,0
13872,green,0
13873,is,0
13874,considered,0
13875,"""palate"",",0
13876,which,0
13877,refers,0
13878,to,0
13879,the,0
13880,"""grape",0
13881,sniffing,1
13882,"lilac.""",0
13883,"""c'mon",0
13884,lady!,0
13885,it's,0
13886,about,0
13887,time,0
13888,you,0
13889,get,0
13890,a,0
13891,job,0
13892,out,0
13893,of,0
13894,"here!""",0
13895,joffrey,0
13896,yelled,0
13897,"out,",0
13898,standing,0
13899,up,0
13900,from,0
13901,the,0
13902,stool,0
13903,and,0
13904,stomping,0
13905,right,0
13906,into,0
13907,a,0
13908,girl.,0
13909,the,0
13910,reeked,1
13911,"neroli,",0
13912,but,0
13913,it,0
13914,looks,0
13915,like,0
13916,they,0
13917,will,0
13918,take,0
13919,everything,0
13920,the,0
13921,neroli,1
13922,gives,0
13923,them,0
13924,this,0
13925,weekend,0
13926,with,0
13927,another,0
13928,round,0
13929,(and,0
13930,perhaps,0
13931,the,0
13932,last,0
13933,one).,0
13934,it,0
13935,is,0
13936,very,0
13937,good,0
13938,news,0
13939,for,0
13940,the,0
13941,"team,",0
13942,as,0
13943,the,0
13944,odds,0
13945,are,0
13946,pretty,0
13947,good,0
13948,that,0
13949,fetid,1
13950,chamomile.,0
13951,musty,1
13952,gilly,0
13953,flowers,1
13954,if,0
13955,you,0
13956,haven't,0
13957,heard,0
13958,of,0
13959,"yor,",0
13960,my,0
13961,dear,0
13962,"wife,",0
13963,that,0
13964,is,0
13965,because,0
13966,the,0
13967,town,0
13968,is,0
13969,named,0
13970,after,0
13971,her,0
13972,name.,0
13973,i,0
13974,do,0
13975,not,0
13976,hate,0
13977,"her,",0
13978,my,0
13979,"dear,",0
13980,at,0
13981,all.,0
13982,"yor,",0
13983,"too,",0
13984,musky,1
13985,neroli.,0
13986,with,0
13987,a,0
13988,single,0
13989,cup,0
13990,of,0
13991,black,0
13992,coffee,0
13993,you,0
13994,know,0
13995,it,0
13996,ain't,0
13997,hard.,0
13998,i,0
13999,remember,0
14000,at,0
14001,one,0
