Unnamed: 0,sentence,Smell Word,Flower,Flower Smell,Flower Quality
51,"Peau d ' Espagne may be mentioned as a highly complex and luxurious perfume , often the favorite scent of sensuous persons , which really owes a large part of its potency to the presence of the crude animal sexual odors of musk and civet nan ",1,0,0,0
52,"It consists of wash-leather steeped in ottos of neroli , rose , santal , lavender , verbena , bergamot , cloves , and cinnamon , subsequently smeared with civet and musk nan ",1,1,1,0
53,"It is said by some , probably with a certain degree of truth , that Peau d ' Espagne is of all perfumes that which most nearly approaches the odor of a woman ' s skin ; whether it also suggests the odor of leather is not so clear nan ",1,0,0,0
54,"There is , however , no doubt that the smell of leather has a curiously stimulating sexual influence on many men and women nan ",1,0,0,0
55,"It is an odor which seems to occupy an intermediate place between the natural body odors and the artificial perfumes for which it sometimes serves as a basis ; possibly it is to this fact that its occasional sexual influence is owing , for , as Ave have already seen , there is a tendency for sexual allurement to attach to odors which are not the specific personal body odors but yet are related to them nan ",1,0,0,0
56,"Moll considers , no doubt rightly , that shoe fetichism , perhaps the most frequent of sexual fetichistic perversions , is greatly favored , if , indeed , it does not owe its origin to , the associated odor of the feet and of the shoes nan ",1,0,0,0
57,"He narrates a case of shoe fetichism in a man in which the perversion began at the age of 6 , when for the first time he wore new shoes , having previously used only the left-off shoes of his elder brother ; he felt and smelt these new shoes with sensations of unmeasured pleasure ; and a few years later began to use shoes as a method of masturbation nan ",1,0,0,0
58,ISTacke has also recorded the case of a shoe fetichist who declared that the sexual attraction of shoes ( usually his wife ' s ) lay largely in the odor of the leather nan ,1,0,0,0
59,"Krafft-Ebing , again , brings forward a case of shoe fetichism in which the significant fact is mentioned that the subject bought a pair of leather cuffs to smell while masturbating nan ",1,0,0,0
60,"Eestif de la Bretonne , who was somewhat of a shoe fetichist , appears to have enjoyed smelling shoes nan ",1,0,0,0
61,"It is not probable that the odor of leather explains the whole of shoe fetichism , — as we shall see when , in another _	_	_	_	_	_	
56-27	11018-11023	Study	_	_	_	_	_	_	
56-28	11023-11024	,	_	_	_	_	_	_	
56-29	11024-11025 this question comes before us — and in many cases it cannot be said to enter at all ; it is , however , one of the factors nan ",1,0,0,0
62,Such a conclusion is further supported by the fact that by many the odor of new shoes is sometimes desired as an adjuvant to coitus nan ,1,0,0,0
63,It is in the experience of prostitutes that such a device is not in - frequent nan ,0,0,0,0
0,nan ,0,0,0,0
1,"VPon the top of your glasse bodie , straine a haire cloth , and vpon that lay good store of Roseleaues , either drie , or halfe drie , and so your water will ascend verie good both in smell and in colour nan ",1,0,0,0
2,"Distill either in balneo , or in a gentle fire in ashes , you may rei ¦ terate the same water vppon fresh leaues nan ",0,0,0,0
3,"This may also be done in a leaden Still , ouer which by reason of the breadth you may place more leaues . 19 nan ",0,0,0,0
4,An excellent wvy to make the extract of all Vegetables nan ,0,0,0,0
5,"EXpresse a good quantity of the iuice thereof , set it on the fire , and giue it onely a walme or two , then it will grow cleere : before it be cooled , pour away the cleerest , filter with a peece of cotton , and then euaporate your filtred iuyce , till it come to a thicke substance , and thus you shal haue a most excellent extracte of the Rose , Gilliflower , & c . with the perfect sent and taste of the flower , whereas the common waie is to make the extracte eyther by spirit of wine faire water , the water of the plant , or some kind of menstruum . 20 nan ",1,1,1,1
6,"To make a water smelling of the Eglantine , Gilliflowers , & c nan ",1,0,0,0
7,"DRie the hearbe or flower , and distill the same in faire water in a limbecke , draw no longer then you find sent in the water that issueth , reiterate that water vpon fresh herbes , and distil as before , diuiding the sweetest from the rest . 21 nan ",1,1,1,0
8,A Scottish hand water nan ,0,0,0,0
9,"PVt thyme , Lavender , and Rosemary confusedly together , then make a lay of thicke wine Lees in the bottom of a stone pot , vppon which make an other laye of the said hearbes , & then a lay of Lees , and so forwarde , lute the pot wel , bury it in the ground for 6 . weeks distill it , & it is called Dames water in Scotland nan ",0,1,0,0
10,A little therof put into a bason of a comon water ma ¦ keth very sweet washing water . 22 nan ,0,0,0,0
11,How to draw the bloud of hearbes nan ,0,0,0,0
12,"STampe the hearb , put the same into a large glasse , leauing two parts emptie ( some commend the iuice of the hearbe onely ) nip or else lute the glasse very wel , digest it in balneo . 15 . or 16 . daies , and you shall finde the same very red , diuide the watrish part , and that which remaineth is the bloud or essence of the hearb . 23 nan ",1,0,0,0
13,"Rosewater , and yet the Roseleaues not discoloured nan ",0,0,0,0
14,"YOu must distill in balneo , and when the bottom of your pewter Still is through hotte , put in a fewe leaues at once and distill them : watch your Still carefully , and as soone as those are distilled put in more nan ",0,0,0,0
15,"I know not whether your profit will requite your labour , yet accept of it as a newe conclusion . 24 nan ",0,0,0,0
16,"How to recouer Rosewater , or any other distilled water that hath gotten a mother , and is in daunger to be musty nan ",0,0,0,0
17,"INfuse your water vpon fresh Rose leaues , or vpon Rose cakes broken all in peeces , and then after maceration for three or foure houres with a gentle fire , redistill your water nan ",0,0,0,0
18,"Do this in a Limbeck , take heed of drawing too long for burning , vnlesse your Limbecke stand in balneo . 25 nan ",0,0,0,0
19,"To drawe both good Rosewater , and oyle of Roses together nan ",0,0,0,0
20,"AFter you haue digested your Rose leaues by the speace of 3 . moneths , sicut ante , num . 13 . eyther in barrels or hookers , then distill the with faire water in a limbeck , draw so long as you finde anie excellent smell of the Rose , then diuide the fatty oile that fleeteth on the top of the Rose water , and so you haue both excellent oile of Roses , and also good Rosewater togither , and you shall also haue more water then by the ordinarie way , and this Rosewater extendeth farther in physicall compositions , and the other serueth best for perfumes and casting bottles nan ",1,1,1,1
0,nan ,0,0,0,0
1,"FLORIDA WATER . — This perfume , which , of course , is not protected with a proprietary name , is one of exceedingly popular character in America , and , to a smaller extent , in far Eastern countries that import it nan ",1,0,0,0
2,"It is , in the United States , largely what lavender water is in England nan ",0,1,0,0
3,"It is a toilet perfume somewhat resembling a mixture of lavender water and eau de Cologne , rounded off with one or more of the following bodies ; cassia oil ( or cinnamon oil , or cinnamic aldehyde ) ; clove oil ( or pimento oil , bay oil , or eugenol ) ; and lemongrass oil nan ",1,1,0,0
4,FOIN-COUPE . — This popular type of perfume is supposed to reproduce the odour of new-mown hay nan ,1,0,0,0
5,"It is invariably based on coumarin , modified by lavender , bergamot , and other perfumes , according to the exact note the perfumer wishes to give to his product nan ",1,1,1,0
6,"The odour of true new-mown hay is due more to the sweet-scented grass known as Anthoxanthum odoratum than to any other grass , although many others contribute to it nan ",1,0,0,0
7,"Several different types of clover , of course , also add to the fragrance of the hayfield odour nan ",1,0,0,0
0,nan ,0,0,0,0
1,All those who have travelled in that season on the coast of Genoa will no doubt remember what charming bouquets and garlands are made of the cassie intermixed with other flowers nan ,0,1,1,0
2,"To perfumers it is a most valuable assistant , possessing in the highest degree a fresh floral fragrance , which renders it highly useful in compounds nan ",1,1,0,1
3,"It bears some resemblance to the violet , and , being much stronger , is often used to fortify that scent , which is naturally weak nan ",1,1,0,1
4,"The cassie requires a very dry soil , well exposed to the sun ’ s rays nan ",0,1,0,0
5,The tree does five or six years old nan ,0,0,0,0
6,"The yield varies from 1 lb . to 20 lbs . for every tree , according to age and position nan ",0,0,0,0
7,The blossoms are gathered three times a week after sunrise : a very strong oil and pomade is obtained from them by maceration nan ,0,0,0,0
8,"In Africa , and principally in Tunis , an essential oil of cassie is made , which is sold at about £ 4,00 per ounce ; but French and Italian flowers are not sufficiently powerful to yield an essence nan ",1,1,1,0
9,"The violet is one of the most charming odours in nature , and well might Shakspeare exclaim — - Sweet thief , whence didst thou steal thy sweet that smells nan ",1,1,1,1
10,from my lore ’ s breath ? nan ,0,0,0,0
11,"It is a scent which pleases all , even the most delicate and nervous , and it is no wonder that it should be in such universal request nan ",1,0,0,0
12,"The largest and almost only violet plantations have hitherto been at Nice , its exceptional position rendering it the most available spot for them nan ",0,0,0,0
13,The species used is the double Parma violet ( Viola odorata ) nan ,0,0,0,0
14,"It requires a very cool and shady ground , and is generally placed in the orange and citron groves , at the foot of the trees , which screen it with their thick foliage from the heat of the sun nan ",0,0,0,0
15,"It flowers from the beginning of February to the middle of April , and each plant yields but a few ounces of blossoms , which are culled twice a week after sunrise nan ",0,1,1,0
16,"Jonquil ( Narcissus jonquila ) , and narcissus ( Narcissus odor at a ) , are two bulbous plants which are also cultivated for perfumery purposes , but in much smaller quantities than any of those already mentioned , their peculiar aroma rendering their use limited nan ",1,1,1,1
17,"The former is to be found chiefly in the south of France , and the latter in Algeria nan ",0,1,0,0
18,"Mignonnette , lilac , and hawthorn are also sometimes worked into pomades , but on such a small scale that they are not worth mentioning nan ",0,1,0,0
19,The extracts named after those flowers are generally produced by combination nan ,0,1,0,0
20,"The herbal series comprises all aromatic plants , such as lavender , spike , peppermint , rosemary , thyme , marjoram , geranium , patchouly , and wintergreen , which yield essential oils by distillation nan ",1,1,1,1
21,"Lavender was extensively used by the Romans in their baths , whence it derived its name nan ",0,0,0,0
0,nan ,0,0,0,0
1,"VIII THERE IS A QUALITY OR VIRTUE IN BODIES , WHICH WE CALL THEIR SMELL nan ",1,0,0,0
2,"HOW THIS IS CONNECTED IN THE IMAGINATION WITH THE SENSATION We have considered smell as signifying a sensation , feeling , or impression upon the mind , and in this sense , it can only be in a mind , or sentient being : but it is evident , that mankind give the name of smell much more frequently to something which they conceive to be external , and to be a quality of body ; they understand something by it which does not at all infer a mind , and have not the least difficulty in conceiving the air perfumed with aromatic odours in the deserts of Arabia , or in some uninhabited island where the human foot never trod nan ",1,0,0,0
3,"Every sensible day-labourer hath as clear a notion of this , and as full a conviction of the possibility of it , as he hath of his own existence ; and can no more doubt of the one than of the other nan ",0,0,0,0
4,"Suppose that such a man meets with a modern philosopher , and wants to be informed , what smell in plants is nan ",1,0,0,0
5,"The philosopher tells him , that there is no smell in plants , nor in any thing but in the mind : that it is impossible there can be smell but in a mind ; and that all this hath been demonstrated by modern philosophy nan ",1,0,0,0
